Date, Open, High, Low, Close, Volume
03/21/23, 101.98, 105.96, 101.86, 105.84, 33122801
03/20/23, 101.06, 102.58, 100.79, 101.93, 26033920
03/17/23, 100.84, 103.49, 100.75, 102.46, 76140312
03/16/23, 96.57, 101.97, 95.87, 101.07, 54588199
03/15/23, 93.54, 97.25, 93.04, 96.55, 38367328
03/14/23, 93.07, 94.83, 92.78, 94.25, 32303881
03/13/23, 90.565, 93.08, 89.94, 91.66, 31508570
03/10/23, 92.50, 93.18, 90.80, 91.01, 32850090
03/09/23, 94.49, 95.92, 92.355, 92.66, 24438891
03/08/23, 94.405, 96.24, 94.405, 94.65, 25395199
03/07/23, 95.42, 96.09, 93.8443, 94.17, 24101539
03/06/23, 94.36, 96.30, 94.30, 95.58, 28288211
03/03/23, 92.74, 94.11, 92.66, 94.02, 30242539
03/02/23, 89.86, 92.48, 89.77, 92.31, 23344561
03/01/23, 90.16, 91.20, 89.85, 90.51, 26323881
02/28/23, 89.54, 91.45, 89.52, 90.30, 30546910
02/27/23, 90.09, 90.4499, 89.61, 90.10, 22724260
02/24/23, 89.63, 90.13, 88.86, 89.35, 31295619
02/23/23, 92.13, 92.13, 90.01, 91.07, 32423721
02/22/23, 91.934, 92.36, 90.87, 91.80, 29891141
02/21/23, 93.24, 93.4149, 92.00, 92.05, 28367199
02/17/23, 95.07, 95.75, 93.45, 94.59, 31095070
02/16/23, 95.54, 97.88, 94.97, 95.78, 35642113
02/15/23, 94.74, 97.34, 94.36, 97.10, 37029887
02/14/23, 94.66, 95.175, 92.65, 94.95, 42513078
02/13/23, 95.01, 95.35, 94.05, 95.00, 43116559
02/10/23, 95.74, 97.02, 94.53, 94.86, 49325281
02/09/23, 100.54, 100.61, 93.86, 95.46, 97798570
02/08/23, 102.69, 103.58, 98.455, 100.00, 73546031
02/07/23, 103.63, 108.67, 103.5475, 108.04, 33738832
02/06/23, 102.685, 104.70, 102.21, 103.47, 25573051
02/03/23, 103.51, 108.02, 103.30, 105.22, 36823422
02/02/23, 106.79, 108.82, 106.54, 108.80, 46622633
02/01/23, 99.74, 102.1899, 98.42, 101.43, 26392570
01/31/23, 97.86, 99.91, 97.79, 99.87, 22306779
01/30/23, 98.745, 99.4088, 97.52, 97.95, 24365141
01/27/23, 99.05, 101.58, 98.97, 100.71, 29020350
01/26/23, 98.28, 99.21, 96.82, 99.16, 24542061
01/25/23, 97.20, 97.72, 95.262, 96.73, 31000850
01/24/23, 99.55, 101.09, 98.70, 99.21, 27391369
01/23/23, 99.13, 101.40, 98.75, 101.21, 31791779
01/20/23, 95.95, 99.42, 95.91, 99.28, 53704762
01/19/23, 91.39, 94.40, 91.38, 93.91, 28707650
01/18/23, 92.94, 93.588, 91.40, 91.78, 19641619
01/17/23, 92.78, 92.97, 90.84, 92.16, 22935820
01/13/23, 91.528, 92.98, 90.93, 92.80, 18630711
01/12/23, 92.40, 92.62, 90.57, 91.91, 22754221
01/11/23, 90.06, 92.45, 89.74, 92.26, 25998840
01/10/23, 86.72, 89.475, 86.70, 89.24, 22855590
01/09/23, 89.195, 90.83, 88.58, 88.80, 22996680
01/06/23, 87.36, 88.47, 85.57, 88.16, 26612631
01/05/23, 88.07, 88.21, 86.56, 86.77, 23136080
01/04/23, 91.01, 91.24, 87.80, 88.71, 27046480
01/03/23, 89.83, 91.55, 89.02, 89.70, 20738461
12/30/22, 87.365, 88.83, 87.03, 88.73, 19190301
12/29/22, 87.03, 89.365, 86.99, 88.95, 18280660
12/28/22, 87.50, 88.52, 86.3701, 86.46, 17879570
12/27/22, 89.31, 89.50, 87.535, 87.93, 15470870
12/23/22, 87.62, 90.10, 87.62, 89.81, 17815010
12/22/22, 88.93, 89.18, 86.9401, 88.26, 23656070
12/21/22, 89.73, 90.915, 88.91, 90.25, 20336391
12/20/22, 88.73, 89.78, 88.04, 89.63, 21976850
12/19/22, 90.88, 91.20, 88.925, 89.15, 23020539
12/16/22, 91.20, 91.75, 90.01, 90.86, 48485512
12/15/22, 93.54, 94.03, 90.43, 91.20, 28298760
12/14/22, 95.54, 97.22, 93.94, 95.31, 26452939
12/13/22, 98.07, 99.80, 95.38, 95.85, 34788520
12/12/22, 93.09, 93.8745, 91.90, 93.56, 27380949
12/09/22, 93.90, 94.49, 93.02, 93.07, 21885311
12/08/22, 95.69, 95.87, 93.80, 93.95, 25593230
12/07/22, 96.77, 97.31, 95.025, 95.15, 26647881
12/06/22, 99.67, 100.21, 96.7604, 97.31, 20877619
12/05/22, 99.815, 101.7499, 99.355, 99.87, 19955551
12/02/22, 99.37, 101.15, 99.17, 100.83, 18821529
12/01/22, 101.40, 102.59, 100.67, 101.28, 21771539
11/30/22, 95.12, 101.45, 94.67, 101.45, 39888070
11/29/22, 96.00, 96.3901, 94.39, 95.44, 20220010
11/28/22, 97.20, 97.83, 95.89, 96.25, 19981971
11/25/22, 98.465, 98.94, 97.53, 97.60, 8567819
11/23/22, 97.34, 99.0685, 97.34, 98.82, 17568859
11/22/22, 96.16, 97.5475, 94.41, 97.33, 18868850
11/21/22, 97.56, 98.72, 95.67, 95.83, 18696869
11/18/22, 99.01, 99.16, 96.74, 97.80, 24969881
11/17/22, 97.18, 99.48, 97.10, 98.50, 21818730
11/16/22, 98.02, 99.85, 97.9015, 98.99, 24660199
11/15/22, 98.67, 100.42, 97.02, 98.72, 31830971
11/14/22, 95.50, 97.18, 95.1125, 96.03, 24170080
11/11/22, 94.71, 97.36, 94.16, 96.73, 30569109
11/10/22, 92.34, 94.55, 91.65, 94.17, 42371219
11/09/22, 88.545, 89.49, 87.3599, 87.40, 26743881
11/08/22, 89.16, 90.405, 87.65, 88.91, 30172000
11/07/22, 87.34, 88.94, 86.96, 88.65, 26899881
11/04/22, 85.51, 86.73, 83.88, 86.70, 40173281
11/03/22, 86.345, 86.55, 83.45, 83.49, 48510359
11/02/22, 90.91, 91.30, 87.01, 87.07, 43553551
11/01/22, 95.59, 96.165, 90.43, 90.50, 43220602
10/31/22, 95.78, 96.35, 94.38, 94.66, 29868711
10/28/22, 92.53, 96.86, 92.3225, 96.58, 35696930
10/27/22, 94.31, 95.17, 91.90, 92.60, 54036488
10/26/22, 96.76, 98.54, 94.57, 94.82, 71671805
10/25/22, 103.30, 105.0999, 103.02, 104.93, 29910170
10/24/22, 102.09, 103.10, 100.30, 102.97, 24680830
10/21/22, 98.46, 101.62, 98.23, 101.48, 28988730
10/20/22, 100.82, 103.00, 99.97, 100.53, 25125080
10/19/22, 100.70, 101.6592, 99.635, 100.29, 21573689
10/18/22, 103.94, 104.22, 100.65, 101.39, 21610539
10/17/22, 99.52, 101.77, 99.51, 100.78, 23311600
10/14/22, 100.625, 101.29, 97.03, 97.18, 22624830
10/13/22, 95.93, 100.53, 95.27, 99.71, 32812219
10/12/22, 98.27, 99.6476, 97.67, 98.30, 17343430
10/11/22, 98.25, 100.12, 97.25, 98.05, 21617730
10/10/22, 99.85, 99.99, 97.87, 98.71, 16529900
10/07/22, 100.65, 101.42, 99.21, 99.57, 24249910
10/06/22, 101.50, 103.73, 101.50, 102.24, 17156240
10/05/22, 100.69, 102.74, 99.74, 102.22, 18475520
10/04/22, 101.04, 102.72, 101.04, 102.41, 22580930
10/03/22, 97.22, 99.97, 97.02, 99.30, 24840029
09/30/22, 97.73, 99.494, 96.03, 96.15, 26277830
09/29/22, 99.30, 99.30, 96.52, 98.09, 21921520
09/28/22, 98.02, 101.40, 97.80, 100.74, 24617000
09/27/22, 99.91, 100.46, 97.34, 98.09, 24224990
09/26/22, 98.61, 100.44, 98.38, 98.81, 22437939
09/23/22, 100.06, 100.11, 98.01, 99.17, 25656961
09/22/22, 99.45, 101.68, 99.41, 100.57, 21272680
09/21/22, 102.24, 103.49, 99.99, 100.01, 26596760
09/20/22, 102.88, 103.17, 101.12, 101.83, 24001670
09/19/22, 102.54, 104.02, 102.37, 103.85, 19738600
09/16/22, 102.97, 104.03, 101.855, 103.63, 64540121
09/15/22, 105.01, 106.21, 103.31, 103.90, 26494930
09/14/22, 105.44, 106.10, 104.50, 105.87, 22115811
09/13/22, 108.89, 109.37, 105.00, 105.31, 33014988
09/12/22, 111.99, 112.64, 110.93, 111.87, 19732910
09/09/22, 110.05, 112.00, 110.00, 111.78, 21745029
09/08/22, 109.18, 110.58, 108.06, 109.42, 21660650
09/07/22, 107.76, 110.99, 107.615, 110.48, 22987180
09/06/22, 108.135, 108.88, 106.51, 107.48, 20565051
09/02/22, 111.34, 111.675, 108.13, 108.68, 20618080
09/01/22, 109.20, 111.22, 108.19, 110.55, 22784391
08/31/22, 111.63, 111.77, 109.05, 109.15, 25897980
08/30/22, 111.03, 111.37, 108.80, 109.91, 20548199
08/29/22, 110.78, 111.96, 109.81, 110.34, 20386141
08/26/22, 115.81, 116.60, 111.22, 111.30, 31698670
08/25/22, 115.15, 117.78, 115.05, 117.70, 14874670
08/24/22, 114.45, 115.7171, 113.78, 114.70, 16051170
08/23/22, 114.32, 115.93, 114.30, 114.77, 14390690
08/22/22, 116.10, 116.50, 114.67, 115.07, 19316020
08/19/22, 119.87, 120.00, 117.67, 118.12, 20186980
08/18/22, 120.23, 121.69, 119.5502, 120.86, 15652030
08/17/22, 120.93, 122.15, 120.20, 120.32, 17589160
08/16/22, 122.32, 123.2276, 121.535, 122.51, 15626170
08/15/22, 122.21, 123.26, 121.57, 122.88, 15524950
08/12/22, 121.16, 122.65, 120.4001, 122.65, 16121090
08/11/22, 122.08, 122.3402, 119.55, 119.82, 16671631
08/10/22, 119.59, 121.78, 119.36, 120.65, 20497020
08/09/22, 117.99, 118.20, 116.56, 117.50, 15424260
08/08/22, 119.12, 120.86, 117.83, 118.14, 17061109
08/05/22, 116.93, 118.86, 116.71, 118.22, 15615660
08/04/22, 118.30, 119.50, 117.71, 118.87, 15757700
08/03/22, 116.34, 119.42, 116.15, 118.78, 25302820
08/02/22, 114.43, 117.08, 114.26, 115.90, 17911039
08/01/22, 115.53, 117.12, 114.69, 115.48, 22856199
07/29/22, 113.40, 116.90, 113.23, 116.64, 31336180
07/28/22, 112.80, 114.70, 111.851, 114.59, 23303840
07/27/22, 109.60, 114.40, 108.42, 113.60, 41474621
07/26/22, 107.43, 107.74, 104.76, 105.44, 36626633
07/25/22, 108.88, 110.58, 107.01, 108.21, 28289939
07/22/22, 111.81, 113.18, 107.60, 108.36, 44455301
07/21/22, 115.09, 115.21, 111.91, 115.04, 27267850
07/20/22, 114.06, 116.33, 113.26, 114.70, 26780090
07/19/22, 111.73, 114.81, 110.50, 114.62, 30992330
07/18/22, 113.44, 114.80, 109.30, 109.91, 33353988
07/15/22, 112.963, 114.0005, 111.8225, 112.767, 34330760
07/14/22, 110.826, 111.9875, 109.3255, 111.44, 32365540
07/13/22, 112.639, 115.157, 111.823, 112.187, 38958860
07/12/22, 116.8385, 117.8495, 114.615, 114.8495, 24970160
07/11/22, 118.65, 118.7945, 116.2345, 116.5225, 26830460
07/08/22, 117.55, 120.435, 117.514, 120.1685, 29082200
07/07/22, 116.008, 119.862, 115.534, 119.306, 32183940
07/06/22, 114.092, 116.352, 112.2505, 115.2135, 28852680
07/05/22, 107.5145, 114.0526, 106.2495, 113.887, 36429380
07/01/22, 108.337, 109.8064, 107.105, 109.081, 31027880
06/30/22, 110.4995, 111.3298, 107.31, 109.3725, 38046040
06/29/22, 112.1485, 113.6645, 111.554, 112.2565, 18627860
06/28/22, 116.351, 117.8565, 112.444, 112.5715, 28316220
06/27/22, 118.935, 119.25, 116.0008, 116.6225, 32839300
06/24/22, 113.603, 118.6375, 113.603, 118.538, 39122760
06/23/22, 112.95, 113.1965, 111.029, 112.6845, 24709720
06/22/22, 111.163, 113.7695, 110.7243, 112.034, 23921720
06/21/22, 109.702, 112.673, 109.2935, 112.015, 39010280
06/17/22, 106.535, 109.2495, 105.6286, 107.8655, 43516660
06/16/22, 108.1495, 109.2905, 105.7925, 106.636, 35313240
06/15/22, 108.8995, 112.063, 108.1188, 110.3905, 33192020
06/14/22, 106.89, 108.4575, 106.352, 107.194, 25480940
06/13/22, 107.446, 109.2185, 106.5881, 106.8765, 36756200
06/10/22, 112.7813, 113.497, 110.861, 111.4275, 31349740
06/09/22, 116.3415, 118.35, 114.867, 114.918, 23141600
06/08/22, 116.8765, 118.646, 116.6968, 117.238, 22544260
06/07/22, 115.648, 117.7486, 115.1255, 117.2295, 26413540
06/06/22, 116.7425, 119.3985, 116.5283, 117.0105, 23786720
06/03/22, 115.9925, 116.3645, 113.668, 114.564, 24952080
06/02/22, 114.188, 117.898, 113.308, 117.746, 27495400
06/01/22, 114.9315, 117.399, 113.5505, 114.137, 28629280
05/31/22, 113.079, 116.4335, 112.5725, 114.039, 51301920
05/27/22, 109.7885, 112.868, 109.55, 112.799, 29924420
05/26/22, 106.0505, 108.9553, 105.488, 108.296, 30287480
05/25/22, 105.142, 106.5447, 104.2113, 105.8395, 37899340
05/24/22, 106.3775, 106.395, 102.208, 105.926, 60386380
05/23/22, 110.104, 112.0055, 109.1543, 111.6665, 31558220
05/20/22, 112.0855, 112.55, 106.373, 109.313, 37586020
05/19/22, 111.841, 113.5875, 110.468, 110.7455, 29191740
05/18/22, 115.2375, 115.6957, 112.142, 112.401, 27982760
05/17/22, 117.2275, 117.2275, 115.3375, 116.7015, 21576080
05/16/22, 115.384, 116.6075, 114.335, 114.7925, 23282380
05/13/22, 114.8455, 118.085, 114.00, 116.5155, 29737560
05/12/22, 111.938, 114.8565, 110.1135, 113.161, 41464880
05/11/22, 113.7105, 116.671, 113.65, 113.961, 36501640
05/10/22, 116.0405, 116.691, 113.3833, 114.5845, 31157780
05/09/22, 113.3035, 115.5629, 112.5515, 113.084, 34520960
05/06/22, 115.519, 117.4985, 114.143, 115.66, 35309480
05/05/22, 120.2205, 121.2333, 115.1825, 116.7465, 43089040
05/04/22, 118.0035, 123.143, 115.7385, 122.575, 33231460
05/03/22, 116.765, 119.30, 116.627, 118.1295, 21215740
05/02/22, 113.9065, 117.3395, 113.3995, 117.157, 30279640
04/29/22, 117.578, 118.96, 114.694, 114.9665, 33693100
04/28/22, 117.115, 120.4385, 115.1439, 119.4115, 36790940
04/27/22, 114.373, 117.50, 113.1243, 115.0205, 62238120
04/26/22, 122.75, 122.75, 119.1619, 119.506, 49393040
04/25/22, 119.4295, 123.278, 118.7693, 123.25, 34521800
04/22/22, 125.00, 125.452, 119.1405, 119.614, 46410300
04/21/22, 129.35, 130.3075, 124.65, 124.9375, 30157540
04/20/22, 131.284, 131.9235, 127.8941, 128.2455, 22609380
04/19/22, 128.077, 130.9038, 127.4515, 130.531, 22719300
04/18/22, 127.41, 128.712, 126.5785, 127.961, 14917200
04/14/22, 130.6495, 130.7103, 127.1115, 127.253, 23483360
04/13/22, 128.6265, 130.6558, 128.4386, 130.286, 19542960
04/12/22, 132.4235, 132.4235, 127.576, 128.3745, 23003220
04/11/22, 132.90, 132.9392, 129.6175, 129.7965, 24187340
04/08/22, 136.25, 136.25, 133.7525, 134.0105, 16434480
04/07/22, 136.6181, 137.7016, 134.8573, 136.465, 19448540
04/06/22, 139.1615, 139.8485, 136.4181, 137.176, 23574600
04/05/22, 143.3995, 143.59, 140.9435, 141.063, 19255560
04/04/22, 140.8245, 144.0438, 140.8245, 143.6425, 19084900
04/01/22, 140.01, 140.95, 138.797, 140.70, 23480020
03/31/22, 142.4485, 142.6445, 139.619, 139.6495, 29516320
03/30/22, 142.87, 143.4805, 142.168, 142.6445, 21046380
03/29/22, 143.1605, 144.1625, 142.484, 143.25, 28678420
03/28/22, 140.6845, 141.9765, 139.8282, 141.95, 23773080
03/25/22, 141.754, 141.9595, 139.6995, 141.5215, 19289080
03/24/22, 139.2725, 141.3965, 138.0394, 141.312, 20544720
03/23/22, 139.1385, 140.025, 138.1665, 138.5036, 25302320
03/22/22, 136.50, 141.50, 136.50, 140.2775, 29776860
03/21/22, 136.8475, 137.5825, 134.6115, 136.4785, 26632460
03/18/22, 133.884, 136.9135, 132.932, 136.8015, 45899700
03/17/22, 133.321, 134.7395, 132.719, 134.6005, 23994380
03/16/22, 131.00, 133.771, 129.201, 133.6905, 32058200
03/15/22, 127.7415, 130.5173, 126.568, 129.6605, 30292600
03/14/22, 130.573, 131.026, 126.413, 126.741, 30253860
03/11/22, 133.9995, 134.20, 130.2965, 130.4755, 26599800
03/10/22, 131.4625, 133.5385, 131.401, 132.682, 24265200
03/09/22, 131.40, 134.1985, 130.088, 133.866, 32257440
03/08/22, 126.2505, 131.2465, 125.8608, 127.2785, 35249560
03/07/22, 131.904, 131.904, 126.41, 126.4645, 39177900
03/04/22, 133.3825, 134.199, 130.4085, 132.122, 24472240
03/03/22, 135.9785, 136.7138, 133.431, 134.308, 19779300
03/02/22, 134.6083, 135.6155, 133.4325, 134.7515, 23966740
03/01/22, 134.48, 136.111, 133.3786, 134.168, 24639920
02/28/22, 133.2845, 135.6405, 132.8253, 134.891, 29675680
02/25/22, 133.5255, 135.3891, 131.765, 134.5195, 26235860
02/24/22, 125.00, 133.037, 124.7645, 132.6735, 43165080
02/23/22, 131.0785, 131.749, 127.5035, 127.585, 26431280
02/22/22, 129.985, 131.9007, 127.741, 129.4025, 38906580
02/18/22, 133.0375, 133.824, 130.307, 130.4675, 31858600
02/17/22, 136.15, 136.8395, 132.202, 132.3085, 30968120
02/16/22, 136.4306, 137.946, 134.8236, 137.4875, 25609660
02/15/22, 137.4715, 137.90, 135.5395, 136.4255, 26577560
02/14/22, 133.3655, 136.1665, 133.302, 135.30, 26792800
02/11/22, 138.75, 139.2833, 133.2885, 134.13, 38808800
02/10/22, 139.50, 141.431, 138.05, 138.6026, 33017700
02/09/22, 140.8498, 142.1755, 140.377, 141.453, 28627160
02/08/22, 138.9913, 139.8372, 136.873, 139.213, 34255040
02/07/22, 143.709, 143.8465, 138.699, 138.938, 44610740
02/04/22, 143.017, 144.5353, 139.8175, 143.016, 49224400
02/03/22, 145.295, 149.1177, 142.205, 142.6505, 56930140
02/02/22, 151.8635, 152.10, 145.5575, 148.0365, 89750760
02/01/22, 137.835, 138.20, 134.5683, 137.8786, 51203200
01/31/22, 134.198, 135.8435, 132.274, 135.6985, 34055560
01/28/22, 130.00, 133.3705, 128.6945, 133.2895, 30517560
01/27/22, 131.361, 132.61, 128.945, 129.121, 30285020
01/26/22, 130.5925, 132.8075, 127.1535, 129.24, 39630880
01/25/22, 128.4355, 129.3385, 126.378, 126.7355, 36008600
01/24/22, 126.0275, 130.7785, 124.642, 130.372, 55292040
01/21/22, 133.012, 134.7605, 130.001, 130.0921, 41919220
01/20/22, 136.5141, 137.912, 133.1445, 133.5065, 21930560
01/19/22, 136.9385, 138.3995, 135.50, 135.652, 20795280
01/18/22, 136.60, 137.3915, 135.617, 136.2905, 27401960
01/14/22, 137.50, 141.2005, 137.50, 139.7865, 23825920
01/13/22, 141.8405, 143.1855, 138.914, 139.131, 26565080
01/12/22, 141.5545, 142.8142, 141.112, 141.648, 23641580
01/11/22, 138.1806, 140.3295, 136.8135, 140.0175, 23501240
01/10/22, 135.099, 138.64, 133.1405, 138.574, 34095680
01/07/22, 137.905, 138.2548, 135.789, 137.0045, 19408240
01/06/22, 137.4975, 139.686, 136.7635, 137.551, 29049040
01/05/22, 144.181, 144.298, 137.5235, 137.6535, 49641520
01/04/22, 145.5505, 146.61, 143.8162, 144.4165, 22927780
01/03/22, 144.4755, 145.55, 143.5025, 145.0745, 25224500
12/31/21, 145.544, 146.365, 144.6775, 144.6795, 17297700
12/30/21, 146.45, 147.0625, 145.7585, 146.0025, 12977020
12/29/21, 146.4295, 147.1838, 145.5045, 146.5045, 17024720
12/28/21, 148.3745, 148.3745, 145.9355, 146.448, 18635840
12/27/21, 147.4635, 148.4265, 147.25, 148.064, 13259320
12/23/21, 147.0895, 148.5726, 146.9509, 147.1425, 13818680
12/22/21, 144.10, 147.303, 143.963, 146.949, 18440480
12/21/21, 143.15, 144.6921, 141.735, 144.2205, 19551940
12/20/21, 140.6796, 142.6105, 140.25, 142.4015, 20263520
12/17/21, 142.7145, 144.4601, 141.788, 142.803, 43404700
12/16/21, 148.077, 148.5515, 144.0925, 144.8385, 27399740
12/15/21, 144.366, 147.5173, 142.7055, 147.3685, 27280960
12/14/21, 144.77, 145.442, 142.2425, 144.9705, 24778800
12/13/21, 148.444, 148.5625, 146.36, 146.7045, 24103920
12/10/21, 149.10, 149.40, 147.3575, 148.675, 21638460
12/09/21, 148.176, 149.605, 147.529, 148.106, 18580600
12/08/21, 148.3315, 149.1565, 147.20, 148.7205, 18963940
12/07/21, 145.95, 148.30, 145.7025, 148.0365, 23258280
12/06/21, 143.574, 144.3515, 140.647, 143.7965, 22197700
12/03/21, 144.4955, 145.213, 141.15, 142.5205, 26687480
12/02/21, 141.824, 144.675, 140.982, 143.7765, 21250700
12/01/21, 144.2125, 146.4991, 141.50, 141.6181, 28545780
11/30/21, 145.4503, 146.6286, 142.0661, 142.452, 41590520
11/29/21, 144.2985, 146.862, 144.2985, 146.114, 26276120
11/26/21, 145.0155, 145.297, 142.4855, 142.806, 16992120
11/24/21, 146.35, 147.00, 145.199, 146.7175, 16464060
11/23/21, 147.113, 147.694, 144.8895, 146.757, 18133140
11/22/21, 150.1418, 150.7445, 147.0055, 147.0785, 24627700
11/19/21, 151.00, 151.85, 149.8875, 149.9525, 19782960
11/18/21, 149.146, 151.61, 148.9985, 150.709, 26682400
11/17/21, 149.229, 149.626, 148.563, 149.062, 15290820
11/16/21, 149.1705, 149.8325, 148.35, 149.076, 17254860
11/15/21, 150.00, 150.477, 148.6525, 149.388, 16247340
11/12/21, 147.8315, 149.8595, 146.454, 149.6455, 17047660
11/11/21, 147.107, 148.5023, 146.6945, 146.748, 12463100
11/10/21, 148.0098, 148.70, 145.325, 146.626, 22708320
11/09/21, 149.746, 150.3786, 147.507, 149.2485, 16875560
11/08/21, 150.00, 151.0345, 149.12, 149.3515, 18388140
11/05/21, 149.3535, 150.5708, 148.652, 149.241, 20408140
11/04/21, 147.20, 149.95, 146.635, 148.683, 24700800
11/03/21, 146.275, 146.9105, 145.0535, 146.7901, 17886600
11/02/21, 144.8094, 146.9205, 144.641, 145.863, 21150580
11/01/21, 148.1651, 148.3995, 143.5795, 143.774, 32272100
10/29/21, 145.52, 148.613, 145.1665, 148.2705, 28954500
10/28/21, 147.299, 147.4245, 144.7635, 146.129, 32418060
10/27/21, 139.9025, 149.1181, 139.9025, 146.4275, 51850920
10/26/21, 140.606, 140.8395, 139.0055, 139.672, 28258740
10/25/21, 138.8105, 139.2058, 136.7485, 138.773, 21081700
10/22/21, 140.351, 141.5585, 137.1705, 138.625, 30182640
10/21/21, 142.192, 142.8495, 141.637, 142.7805, 14849920
10/20/21, 144.2225, 144.2478, 141.912, 142.4151, 17939500
10/19/21, 143.2915, 144.107, 143.096, 143.822, 15315840
10/18/21, 141.2135, 142.9988, 141.2135, 142.9605, 16567200
10/15/21, 142.20, 142.20, 141.0645, 141.675, 21253360
10/14/21, 139.952, 141.6515, 139.339, 141.412, 21437560
10/13/21, 137.75, 138.55, 136.9765, 137.90, 16393280
10/12/21, 139.6375, 139.695, 136.25, 136.713, 22535020
10/11/21, 139.80, 140.7636, 138.8065, 138.8475, 16584760
10/08/21, 139.906, 140.317, 139.4294, 140.056, 18928420
10/07/21, 138.863, 140.1545, 138.563, 139.1855, 18250460
10/06/21, 134.6255, 137.852, 134.4865, 137.354, 19764320
10/05/21, 134.00, 137.362, 134.00, 136.177, 24126740
10/04/21, 135.6995, 135.70, 131.1665, 133.765, 31529900
10/01/21, 133.5545, 137.071, 133.3775, 136.4625, 28387300
09/30/21, 134.325, 135.59, 133.00, 133.2655, 35363980
09/29/21, 137.1098, 137.3985, 134.25, 134.521, 26337220
09/28/21, 139.0885, 139.6065, 135.70, 136.184, 42189660
09/27/21, 141.5855, 142.50, 140.50, 141.501, 18844080
09/24/21, 140.946, 142.9035, 140.8505, 142.633, 14949340
09/23/21, 141.6095, 142.2525, 141.0965, 141.8266, 17276100
09/22/21, 140.0505, 141.5835, 139.4717, 140.9385, 22067800
09/21/21, 140.117, 140.8116, 138.9055, 139.6465, 18129380
09/20/21, 139.0002, 139.3625, 137.053, 139.017, 34917720
09/17/21, 143.7985, 144.2495, 141.0615, 141.4635, 60039820
09/16/21, 145.121, 145.20, 143.4164, 144.3735, 20298840
09/15/21, 143.759, 145.5815, 142.256, 145.206, 20653420
09/14/21, 144.161, 144.7276, 142.9055, 143.406, 18919140
09/13/21, 143.201, 144.1911, 142.2825, 143.465, 20175620
09/10/21, 145.4435, 146.019, 141.7415, 141.921, 32896620
09/09/21, 144.8835, 145.6695, 144.434, 144.9135, 14798560
09/08/21, 145.3935, 145.551, 144.20, 144.8835, 15491660
09/07/21, 144.7495, 145.824, 144.541, 145.519, 15172600
09/03/21, 144.146, 145.377, 143.505, 144.775, 19110480
09/02/21, 145.9495, 146.325, 144.1065, 144.219, 21855800
09/01/21, 145.65, 146.8205, 145.6145, 145.8421, 15824680
08/31/21, 145.8845, 146.112, 145.00, 145.462, 26756420
08/30/21, 144.7045, 146.4895, 144.60, 145.4695, 16915900
08/27/21, 142.1125, 145.011, 142.02, 144.5505, 24568240
08/26/21, 142.6185, 143.1348, 142.0915, 142.123, 14922000
08/25/21, 142.883, 143.313, 142.4395, 142.95, 12843060
08/24/21, 141.5435, 143.0075, 141.3535, 142.3985, 15126260
08/23/21, 138.9985, 142.177, 138.7479, 141.0995, 21089680
08/20/21, 137.083, 138.6145, 136.4671, 138.437, 15566740
08/19/21, 135.4675, 137.452, 135.356, 136.9135, 18295920
08/18/21, 137.1155, 138.294, 136.421, 136.57, 14934460
08/17/21, 138.1911, 138.7185, 136.7875, 137.3005, 21274020
08/16/21, 138.00, 138.9905, 136.1658, 138.916, 18050840
08/13/21, 138.3575, 138.674, 138.005, 138.406, 12580580
08/12/21, 137.713, 138.418, 136.779, 138.3895, 14649400
08/11/21, 138.283, 138.8478, 137.35, 137.6895, 15209660
08/10/21, 138.0795, 138.5515, 137.2265, 138.0965, 16039080
08/09/21, 136.949, 138.3215, 136.4288, 138.002, 12379560
08/06/21, 136.295, 137.0801, 136.0465, 137.036, 13565020
08/05/21, 136.0285, 136.95, 135.60, 136.94, 11871780
08/04/21, 136.2495, 136.538, 135.4151, 136.0285, 16527140
08/03/21, 136.00, 136.3355, 134.1835, 136.28, 19064000
08/02/21, 135.4845, 136.0205, 134.6695, 135.9895, 20140040
07/30/21, 135.511, 135.7714, 134.8142, 135.221, 23954500
07/29/21, 136.3806, 137.1515, 136.138, 136.5405, 19283340
07/28/21, 138.562, 139.676, 136.35, 136.3815, 54688340
07/27/21, 140.011, 140.011, 135.10, 136.7965, 42163060
07/26/21, 138.25, 139.713, 137.651, 139.6445, 23052460
07/23/21, 135.26, 138.8085, 134.7005, 137.8161, 26377740
07/22/21, 132.65, 133.5045, 132.40, 133.3285, 13608140
07/21/21, 130.787, 132.6173, 130.6015, 132.6005, 14741640
07/20/21, 130.004, 132.0014, 129.1884, 131.1015, 19083120
07/19/21, 131.1555, 131.247, 128.537, 129.254, 25709320
07/16/21, 131.641, 132.183, 130.8215, 131.8455, 14861180
07/15/21, 132.50, 132.595, 130.598, 131.2665, 16586320
07/14/21, 131.9015, 132.996, 131.898, 132.0825, 17918540
07/13/21, 130.8815, 132.042, 130.637, 130.9945, 16617960
07/12/21, 129.8335, 130.77, 129.60, 130.564, 16950920
07/09/21, 128.9445, 129.8495, 128.9435, 129.5745, 15109320
07/08/21, 128.25, 130.0325, 128.0401, 129.177, 19779500
07/07/21, 130.341, 130.6399, 129.76, 130.0775, 16683720
07/06/21, 129.4495, 129.8845, 128.409, 129.771, 21350340
07/02/21, 126.8395, 128.848, 126.769, 128.719, 21165120
